Village_ID,Village_Name,Latitude,Longitude,Stock,Sales,Days,Profit_Margin,Shelf_Life,Festival_Flag,Credit_Score,Late_delivery_risk,Product_Name
JGN-244,Aleru Pally,17.99396,79.328792,60,26,3,9.5,180,0,831,0.5,Cooking Oil (15L)
JGN-245,Bheemadevarapally Pally,17.920134,79.3535,51,27,4,18.0,90,0,738,0.6,Pulses Mix (25kg)
JGN-246,Chigurumamidi Pally,17.842953,79.2942,67,31,3,17.3,30,0,872,0.5,Rice (50kg)
JGN-247,Devaruppula Pally,17.889933,79.261256,43,25,2,32.3,90,0,662,0.5,Wheat Flour (40kg)
JGN-248,Enkoor Pally,17.916779,79.214722,65,27,4,10.4,90,0,715,0.6,Sugar (50kg)
JGN-249,Fatehnagar Pally,17.97047,79.199073,63,32,3,7.9,180,0,697,0.6,Cooking Oil (15L)
JGN-250,Gundlapochampally Pally,17.871477,79.296259,54,30,4,13.7,180,0,829,0.6,Pulses Mix (25kg)
JGN-251,Ghanpur Kunta,17.94698,79.213487,88,25,2,6.0,90,0,651,0.3,Rice (50kg)
JGN-252,Palakurthi Kunta,17.978859,79.202368,78,24,3,8.6,365,0,623,0.4,Wheat Flour (40kg)
JGN-253,Narmetta Kunta,17.9,79.21884,51,33,3,22.8,180,0,707,0.3,Sugar (50kg)
JGN-254,Kodakandla Kunta,17.903356,79.218428,62,27,3,15.1,90,0,602,0.5,Cooking Oil (15L)
JGN-255,Thorrur Kunta,17.705369,79.05,82,26,3,14.0,30,0,861,0.3,Pulses Mix (25kg)
JGN-256,Zaffergadh Kunta,17.859732,79.353912,53,26,3,12.9,30,0,590,0.5,Rice (50kg)
JGN-257,Chilpur Kunta,17.998993,79.327968,67,31,4,18.5,90,0,617,0.7,Wheat Flour (40kg)
JGN-258,Atmakur Kunta,18.03255,79.399211,37,31,3,16.7,30,0,717,0.7,Sugar (50kg)
JGN-259,Regonda Kunta,17.910067,79.353912,56,29,3,11.9,30,0,697,1.0,Cooking Oil (15L)
JGN-260,Dharmasagar Kunta,18.007383,79.351853,87,23,3,8.9,90,0,705,0.3,Pulses Mix (25kg)
JGN-261,Duggondi Kunta,18.069463,79.375738,53,30,4,9.9,30,0,704,0.6,Rice (50kg)
JGN-262,Bachannapeta Kunta,18.062752,79.3535,90,26,3,14.0,365,0,714,0.4,Wheat Flour (40kg)
JGN-263,Rayaparthi Kunta,17.918456,79.367914,62,30,4,13.8,30,0,697,0.6,Sugar (50kg)
JGN-264,Bhupalpally Kunta,18.049329,79.329616,75,25,3,15.7,180,0,672,0.5,Cooking Oil (15L)
JGN-265,Mogullapally Kunta,17.908389,79.362972,55,27,4,15.8,90,0,754,0.5,Pulses Mix (25kg)
JGN-266,Inavolu Kunta,17.910067,79.270316,38,29,2,8.5,365,0,688,0.3,Rice (50kg)
JGN-267,Shivarampally Kunta,18.014094,79.26908,59,26,3,15.8,30,0,741,0.5,Wheat Flour (40kg)
JGN-268,Karimnagar Kunta,18.111409,79.65,76,27,4,6.0,90,0,877,0.6,Sugar (50kg)
JGN-269,Siddipet Kunta,18.047651,79.339499,61,28,4,14.8,365,0,607,0.6,Cooking Oil (15L)
JGN-270,Husnabad Kunta,18.024161,79.390563,62,36,4,19.9,365,0,748,0.5,Pulses Mix (25kg)
JGN-271,Kolanupaka Kunta,18.082886,79.325086,64,28,3,8.2,365,0,620,0.5,Rice (50kg)
JGN-272,Mothkur Kunta,17.965436,79.20731,69,27,3,6.5,90,0,577,0.6,Wheat Flour (40kg)
JGN-273,Mulugu Kunta,18.027517,79.342382,76,35,4,10.4,30,0,746,0.6,Sugar (50kg)
JGN-274,Narsampet Kunta,17.888255,79.244372,47,30,4,16.5,180,0,596,0.6,Cooking Oil (15L)
JGN-275,Parkal Kunta,17.926846,79.229959,80,27,3,25.0,365,0,660,0.7,Pulses Mix (25kg)
JGN-276,Sangem Kunta,18.104698,79.19372,81,23,4,6.0,180,0,599,0.6,Rice (50kg)
JGN-277,Wardhanapet Kunta,18.07953,79.221311,73,28,3,17.0,180,0,666,0.5,Wheat Flour (40kg)
JGN-278,Chennaraopet Kunta,18.069463,79.33291,92,24,3,17.2,90,0,597,0.8,Sugar (50kg)
JGN-279,Damera Kunta,18.057718,79.337028,66,30,4,22.1,180,0,680,0.5,Cooking Oil (15L)
JGN-280,Elkathurthi Kunta,17.827852,79.366266,59,24,4,14.5,30,0,630,0.5,Pulses Mix (25kg)
JGN-281,Geesugonda Kunta,17.987248,79.200721,37,32,4,6.3,90,0,767,0.6,Rice (50kg)
JGN-282,Hasanparthy Kunta,18.047651,79.337028,64,29,4,17.6,90,0,716,0.6,Wheat Flour (40kg)
JGN-283,Janagama Kunta,17.928523,79.217193,47,30,3,31.6,180,0,723,0.8,Sugar (50kg)
JGN-284,Kazipet Kunta,17.943624,79.374091,58,29,4,14.7,90,0,604,0.6,Cooking Oil (15L)
JGN-285,Lingalaghanpur Kunta,17.990604,79.197426,79,32,4,16.2,30,0,618,0.7,Pulses Mix (25kg)
JGN-286,Maripeda Kunta,17.978859,79.382327,75,29,4,12.0,180,0,586,0.7,Rice (50kg)
JGN-287,Nallabelli Kunta,17.911745,79.218428,60,22,4,6.0,90,0,727,0.6,Wheat Flour (40kg)
JGN-288,Pethsamudram Kunta,18.077852,79.355148,39,25,4,17.4,180,0,615,0.7,Sugar (50kg)
JGN-289,Raiparthy Kunta,17.918456,79.352677,66,27,4,12.1,30,0,756,0.6,Cooking Oil (15L)
JGN-290,Shayampet Kunta,17.910067,79.215546,85,27,4,22.2,90,0,575,0.8,Pulses Mix (25kg)
JGN-291,Torur Kunta,17.787584,79.295436,62,28,3,15.8,180,0,668,0.6,Rice (50kg)
JGN-292,Venkatapur Kunta,17.948658,79.327557,62,25,3,11.2,30,0,693,0.6,Wheat Flour (40kg)
JGN-293,Yadagirigutta Kunta,18.00906,79.353089,68,30,3,11.1,90,0,606,0.5,Sugar (50kg)
JGN-294,Aleru Kunta,17.998993,79.382739,77,27,4,18.1,30,0,593,0.5,Cooking Oil (15L)
JGN-295,Bheemadevarapally Kunta,17.931879,79.366678,82,28,4,24.2,30,0,812,0.7,Pulses Mix (25kg)
JGN-296,Chigurumamidi Kunta,17.920134,79.353089,53,34,3,23.6,365,0,765,0.5,Rice (50kg)
JGN-297,Devaruppula Kunta,17.950336,79.327145,46,24,5,6.0,90,0,664,0.7,Wheat Flour (40kg)
JGN-298,Enkoor Kunta,17.975503,79.199073,58,32,3,15.4,365,0,668,0.4,Sugar (50kg)
JGN-299,Fatehnagar Kunta,17.990604,79.196603,60,26,4,19.4,90,0,835,0.6,Cooking Oil (15L)
JGN-300,Gundlapochampally Kunta,18.10302,79.31685,61,30,4,6.0,180,0,729,0.7,Pulses Mix (25kg)
JGN-301,Ghanpur Tanda,18.097987,79.19372,45,30,4,22.5,180,0,636,0.5,Rice (50kg)
JGN-302,Palakurthi Tanda,17.943624,79.381915,50,34,4,6.0,180,0,767,1.0,Wheat Flour (40kg)
JGN-303,Narmetta Tanda,17.920134,79.217605,66,27,4,6.8,90,0,737,0.7,Sugar (50kg)
JGN-304,Kodakandla Tanda,17.826174,79.365443,63,29,4,24.7,90,0,744,0.4,Cooking Oil (15L)
JGN-305,Thorrur Tanda,17.849664,79.308202,67,29,3,7.9,90,0,773,0.7,Pulses Mix (25kg)
JGN-306,Zaffergadh Tanda,18.104698,79.194132,75,23,5,20.5,365,0,627,0.7,Rice (50kg)
JGN-307,Chilpur Tanda,17.997315,79.383562,55,29,3,11.6,365,0,636,0.5,Wheat Flour (40kg)
JGN-308,Atmakur Tanda,18.042617,79.340734,62,28,3,9.6,365,0,673,0.6,Sugar (50kg)
JGN-309,Regonda Tanda,17.950336,79.375326,71,26,4,25.0,30,0,593,0.5,Cooking Oil (15L)
JGN-310,Dharmasagar Tanda,17.908389,79.23943,58,27,3,18.1,180,0,683,0.5,Pulses Mix (25kg)
JGN-311,Duggondi Tanda,17.968792,79.386445,64,35,4,12.3,365,0,751,1.0,Rice (50kg)
JGN-312,Bachannapeta Tanda,17.973826,79.199073,68,27,3,19.8,30,0,655,0.6,Wheat Flour (40kg)
JGN-313,Rayaparthi Tanda,18.054362,79.337852,90,21,4,25.4,30,0,870,0.6,Sugar (50kg)
JGN-314,Bhupalpally Tanda,17.977181,79.197838,55,27,4,25.5,180,0,696,0.5,Cooking Oil (15L)
JGN-315,Mogullapally Tanda,17.85302,79.291318,40,28,4,25.9,180,0,794,0.3,Pulses Mix (25kg)
JGN-316,Inavolu Tanda,17.911745,79.351441,84,29,3,6.0,365,0,699,0.1,Rice (50kg)
JGN-317,Shivarampally Tanda,18.044295,79.369149,72,24,4,22.5,30,0,586,0.7,Wheat Flour (40kg)
JGN-318,Karimnagar Tanda,17.854698,79.297907,62,30,4,12.5,180,0,673,0.6,Sugar (50kg)
JGN-319,Siddipet Tanda,18.007383,79.385621,58,27,3,19.6,90,0,706,0.5,Cooking Oil (15L)
JGN-320,Husnabad Tanda,18.044295,79.395916,64,29,4,13.1,30,0,682,0.5,Pulses Mix (25kg)
JGN-321,Kolanupaka Tanda,18.06443,79.397152,57,32,4,20.8,30,0,608,0.4,Rice (50kg)
JGN-322,Mothkur Tanda,17.85302,79.308614,30,26,5,23.1,365,0,595,0.7,Wheat Flour (40kg)
JGN-323,Mulugu Tanda,17.931879,79.367502,59,25,3,21.4,180,0,818,0.4,Sugar (50kg)
JGN-324,Narsampet Tanda,18.030872,79.239842,77,27,3,21.7,180,0,689,0.3,Cooking Oil (15L)
JGN-325,Parkal Tanda,17.9,79.300377,91,24,3,25.9,90,0,792,0.4,Pulses Mix (25kg)
JGN-326,Sangem Tanda,17.921812,79.213898,68,29,3,15.2,365,0,721,0.5,Rice (50kg)
JGN-327,Wardhanapet Tanda,17.910067,79.241078,43,30,3,20.6,90,0,652,0.2,Wheat Flour (40kg)
JGN-328,Chennaraopet Tanda,17.915101,79.353089,77,26,3,15.1,365,0,779,0.4,Sugar (50kg)
JGN-329,Damera Tanda,17.916779,79.239019,38,28,2,6.0,90,0,704,0.6,Cooking Oil (15L)
JGN-330,Elkathurthi Tanda,17.975503,79.253432,62,27,4,30.1,90,0,626,0.3,Pulses Mix (25kg)
JGN-331,Geesugonda Tanda,17.997315,79.382327,45,26,3,17.7,90,0,755,0.3,Rice (50kg)
JGN-332,Hasanparthy Tanda,17.921812,79.217193,42,37,2,6.0,90,0,739,0.5,Wheat Flour (40kg)
JGN-333,Janagama Tanda,18.057718,79.357207,73,28,4,6.0,180,0,634,0.6,Sugar (50kg)
JGN-334,Kazipet Tanda,18.025839,79.269492,56,27,3,17.7,180,0,577,0.6,Cooking Oil (15L)
JGN-335,Lingalaghanpur Tanda,17.978859,79.381915,63,26,3,27.1,90,0,783,0.3,Pulses Mix (25kg)
JGN-336,Maripeda Tanda,17.988926,79.346911,94,48,4,22.6,365,0,781,0.7,Rice (50kg)
JGN-337,Nallabelli Tanda,17.990604,79.205251,82,24,4,14.7,90,0,684,0.6,Wheat Flour (40kg)
JGN-338,Pethsamudram Tanda,18.000671,79.382739,43,27,4,20.4,180,0,712,0.5,Sugar (50kg)
JGN-339,Raiparthy Tanda,18.01745,79.324674,42,31,3,24.1,365,0,661,0.3,Cooking Oil (15L)
JGN-340,Shayampet Tanda,17.972148,79.19825,57,30,5,17.4,180,0,817,1.0,Pulses Mix (25kg)
JGN-341,Torur Tanda,17.980537,79.199073,76,25,3,15.7,30,0,635,0.5,Rice (50kg)
JGN-342,Venkatapur Tanda,17.952013,79.227076,40,22,3,12.8,365,0,601,0.2,Wheat Flour (40kg)
JGN-343,Yadagirigutta Tanda,17.978859,79.196603,42,25,4,6.0,180,0,655,0.4,Sugar (50kg)
JGN-344,Aleru Tanda,17.953691,79.372032,63,26,3,6.0,90,0,770,0.6,Cooking Oil (15L)
JGN-345,Bheemadevarapally Tanda,18.029195,79.395504,45,31,3,25.6,30,0,722,0.6,Pulses Mix (25kg)
JGN-346,Chigurumamidi Tanda,17.915101,79.239019,69,30,3,15.4,180,0,702,0.7,Rice (50kg)
JGN-347,Devaruppula Tanda,17.920134,79.217193,56,28,4,8.0,180,0,694,0.5,Wheat Flour (40kg)
JGN-348,Enkoor Tanda,18.081208,79.339499,61,27,5,6.0,180,0,719,0.5,Sugar (50kg)
JGN-349,Fatehnagar Tanda,18.030872,79.358442,58,49,4,26.2,365,0,777,0.8,Cooking Oil (15L)
JGN-350,Gundlapochampally Tanda,18.020805,79.395093,80,25,4,12.4,180,0,777,0.5,Pulses Mix (25kg)
JGN-351,Ghanpur Colony,17.708725,79.05,87,38,4,11.9,30,0,805,0.7,Rice (50kg)
JGN-352,Palakurthi Colony,17.658389,79.425978,73,29,4,11.0,90,0,768,0.6,Wheat Flour (40kg)
JGN-353,Narmetta Colony,17.903356,79.218016,63,27,3,19.5,90,0,639,0.5,Sugar (50kg)
JGN-354,Kodakandla Colony,18.01745,79.381503,42,27,2,6.0,180,0,584,0.2,Cooking Oil (15L)
JGN-355,Thorrur Colony,17.851342,79.329616,68,28,4,6.8,30,0,623,0.6,Pulses Mix (25kg)
JGN-356,Zaffergadh Colony,17.913423,79.3535,57,29,4,25.3,180,0,670,0.9,Rice (50kg)
JGN-357,Chilpur Colony,18.047651,79.408682,45,28,3,6.0,180,0,577,0.4,Wheat Flour (40kg)
JGN-358,Atmakur Colony,17.987248,79.350618,52,32,3,6.7,365,0,772,0.5,Sugar (50kg)
JGN-359,Regonda Colony,17.918456,79.353912,73,25,3,13.9,90,0,779,0.6,Cooking Oil (15L)
JGN-360,Dharmasagar Colony,18.057718,79.35803,71,28,4,15.2,365,0,677,0.6,Pulses Mix (25kg)
JGN-361,Duggondi Colony,18.143289,79.197426,64,28,4,11.9,30,0,574,0.6,Rice (50kg)
JGN-362,Bachannapeta Colony,17.977181,79.381915,45,27,3,13.9,365,0,672,0.6,Wheat Flour (40kg)
JGN-363,Rayaparthi Colony,17.65,79.428861,29,27,4,18.7,30,0,725,0.4,Sugar (50kg)
JGN-364,Bhupalpally Colony,17.846309,79.306555,61,30,3,6.0,90,0,678,0.4,Cooking Oil (15L)
JGN-365,Mogullapally Colony,17.987248,79.197426,50,25,3,13.6,180,0,685,0.6,Pulses Mix (25kg)
JGN-366,Inavolu Colony,18.054362,79.338264,65,31,4,14.7,30,0,663,0.7,Rice (50kg)
JGN-367,Shivarampally Colony,17.943624,79.374502,84,23,4,14.3,90,0,766,0.6,Wheat Flour (40kg)
JGN-368,Karimnagar Colony,18.027517,79.34197,97,22,4,14.5,180,0,668,0.5,Sugar (50kg)
JGN-369,Siddipet Colony,18.015772,79.359677,103,31,2,35.5,180,0,624,0.3,Cooking Oil (15L)
JGN-370,Husnabad Colony,18.030872,79.397563,67,28,4,13.7,180,0,621,0.6,Pulses Mix (25kg)
JGN-371,Kolanupaka Colony,17.928523,79.204839,23,24,5,24.7,180,0,713,0.8,Rice (50kg)
JGN-372,Mothkur Colony,17.915101,79.21431,64,30,3,9.6,180,0,732,0.6,Wheat Flour (40kg)
JGN-373,Mulugu Colony,18.044295,79.359677,81,33,3,8.3,90,0,753,0.3,Sugar (50kg)
JGN-374,Narsampet Colony,17.915101,79.21884,56,31,3,6.0,90,0,763,0.5,Cooking Oil (15L)
JGN-375,Parkal Colony,18.019128,79.363384,49,34,2,6.0,30,0,675,0.3,Pulses Mix (25kg)
JGN-376,Sangem Colony,17.965436,79.207721,61,26,4,10.4,365,0,797,0.7,Rice (50kg)
JGN-377,Wardhanapet Colony,17.651678,79.426802,59,26,3,12.0,180,0,716,0.5,Wheat Flour (40kg)
JGN-378,Chennaraopet Colony,17.842953,79.306555,62,31,3,9.7,90,0,864,0.2,Sugar (50kg)
JGN-379,Damera Colony,17.997315,79.201544,51,32,4,13.2,90,0,839,0.5,Cooking Oil (15L)
JGN-380,Elkathurthi Colony,17.998993,79.327557,81,30,4,6.0,365,0,632,0.6,Pulses Mix (25kg)
JGN-381,Geesugonda Colony,17.955369,79.226664,54,29,4,12.8,30,0,658,0.6,Rice (50kg)
JGN-382,Hasanparthy Colony,18.045973,79.337852,70,29,4,10.7,180,0,661,0.6,Wheat Flour (40kg)
JGN-383,Janagama Colony,18.030872,79.365031,100,26,4,6.0,180,0,627,0.8,Sugar (50kg)
JGN-384,Kazipet Colony,18.010738,79.381091,10,29,4,6.0,180,0,659,0.1,Cooking Oil (15L)
JGN-385,Lingalaghanpur Colony,18.052685,79.339499,62,29,4,9.9,30,0,686,0.5,Pulses Mix (25kg)
JGN-386,Maripeda Colony,18.15,79.197426,55,27,4,15.2,365,0,631,0.6,Rice (50kg)
JGN-387,Nallabelli Colony,17.9,79.302025,61,28,4,12.2,365,0,592,0.4,Wheat Flour (40kg)
JGN-388,Pethsamudram Colony,18.007383,79.384798,51,30,3,6.0,180,0,696,0.6,Sugar (50kg)
JGN-389,Raiparthy Colony,17.968792,79.199485,88,23,3,17.2,180,0,856,0.8,Cooking Oil (15L)
JGN-390,Shayampet Colony,17.997315,79.202368,68,27,3,11.4,365,0,859,0.5,Pulses Mix (25kg)
JGN-391,Torur Colony,17.938591,79.367914,68,32,3,9.1,180,0,698,0.6,Rice (50kg)
JGN-392,Venkatapur Colony,17.787584,79.370796,53,27,4,23.3,30,0,697,0.6,Wheat Flour (40kg)
JGN-393,Yadagirigutta Colony,17.789262,79.296259,66,27,2,15.2,180,0,841,0.5,Sugar (50kg)
JGN-394,Aleru Colony,18.019128,79.267845,83,19,2,16.4,180,0,720,0.4,Cooking Oil (15L)
JGN-395,Bheemadevarapally Colony,17.898322,79.224605,55,33,3,13.8,90,0,753,0.6,Pulses Mix (25kg)
JGN-396,Chigurumamidi Colony,17.653356,79.428037,65,25,4,13.4,180,0,665,0.5,Rice (50kg)
JGN-397,Devaruppula Colony,18.044295,79.364619,65,29,4,13.7,365,0,695,0.6,Wheat Flour (40kg)
JGN-398,Enkoor Colony,17.997315,79.38315,65,29,3,9.1,365,0,687,0.5,Sugar (50kg)
JGN-399,Fatehnagar Colony,17.913423,79.215134,65,28,4,11.6,90,0,617,0.5,Cooking Oil (15L)
JGN-400,Gundlapochampally Colony,17.967114,79.199073,72,26,3,6.0,30,0,808,0.6,Pulses Mix (25kg)
JGN-401,Ghanpur Puram,18.01745,79.355971,32,24,3,28.7,365,0,686,0.0,Rice (50kg)
JGN-402,Palakurthi Puram,18.059396,79.407859,58,29,3,14.8,365,0,768,0.5,Wheat Flour (40kg)
JGN-403,Narmetta Puram,18.019128,79.395093,60,30,3,7.8,30,0,585,0.5,Sugar (50kg)
JGN-404,Kodakandla Puram,18.01745,79.355559,94,21,2,25.5,365,0,638,0.4,Cooking Oil (15L)
JGN-405,Thorrur Puram,18.07953,79.351441,57,30,3,6.8,365,0,741,0.5,Pulses Mix (25kg)
JGN-406,Zaffergadh Puram,17.928523,79.295024,62,31,4,17.9,180,0,662,0.9,Rice (50kg)
JGN-407,Chilpur Puram,17.968792,79.200721,69,27,3,17.3,180,0,645,0.5,Wheat Flour (40kg)
JGN-408,Atmakur Puram,18.005705,79.201956,68,32,4,6.0,90,0,723,0.7,Sugar (50kg)
JGN-409,Regonda Puram,18.071141,79.37615,74,36,3,19.9,30,0,713,0.7,Cooking Oil (15L)
JGN-410,Dharmasagar Puram,17.926846,79.216369,73,28,3,6.5,90,0,805,0.7,Pulses Mix (25kg)
JGN-411,Duggondi Puram,18.047651,79.400446,57,27,3,6.0,365,0,598,0.8,Rice (50kg)
JGN-412,Bachannapeta Puram,18.054362,79.353089,21,26,3,6.0,30,0,638,0.8,Wheat Flour (40kg)
JGN-413,Rayaparthi Puram,17.910067,79.239842,67,29,3,23.8,90,0,616,0.5,Sugar (50kg)
JGN-414,Bhupalpally Puram,17.936913,79.320144,75,31,4,11.2,90,0,663,0.6,Cooking Oil (15L)
JGN-415,Mogullapally Puram,17.918456,79.354736,74,23,4,9.9,180,0,713,0.9,Pulses Mix (25kg)
JGN-416,Inavolu Puram,17.901678,79.302025,60,27,3,11.0,365,0,654,0.6,Rice (50kg)
JGN-417,Shivarampally Puram,18.066107,79.346088,71,27,4,27.5,90,0,608,0.5,Wheat Flour (40kg)
JGN-418,Karimnagar Puram,18.071141,79.338675,30,28,5,6.3,90,0,819,0.8,Sugar (50kg)
JGN-419,Siddipet Puram,17.65,79.428449,56,32,3,16.6,180,0,602,0.5,Cooking Oil (15L)
JGN-420,Husnabad Puram,17.651678,79.427213,86,30,3,6.0,90,0,670,0.3,Pulses Mix (25kg)
JGN-421,Kolanupaka Puram,17.998993,79.327145,57,27,3,9.1,90,0,592,0.5,Rice (50kg)
JGN-422,Mothkur Puram,17.913423,79.354324,67,27,4,14.1,90,0,579,0.8,Wheat Flour (40kg)
JGN-423,Mulugu Puram,18.071141,79.332498,57,29,3,10.8,30,0,638,0.5,Sugar (50kg)
JGN-424,Narsampet Puram,17.928523,79.367502,31,22,3,11.3,30,0,669,0.5,Cooking Oil (15L)
JGN-425,Parkal Puram,17.957047,79.208545,46,28,4,15.9,90,0,603,0.8,Pulses Mix (25kg)
JGN-426,Sangem Puram,18.044295,79.339911,65,33,4,7.2,90,0,857,0.6,Rice (50kg)
JGN-427,Wardhanapet Puram,18.042617,79.400858,78,28,2,28.4,365,0,716,0.7,Wheat Flour (40kg)
JGN-428,Chennaraopet Puram,17.898322,79.301201,68,27,3,9.3,90,0,665,0.5,Sugar (50kg)
JGN-429,Damera Puram,17.938591,79.261256,38,28,3,11.3,180,0,640,0.6,Cooking Oil (15L)
JGN-430,Elkathurthi Puram,17.656711,79.428861,59,28,3,8.8,180,0,638,0.5,Pulses Mix (25kg)
JGN-431,Geesugonda Puram,18.097987,79.31685,67,31,4,10.8,30,0,573,0.5,Rice (50kg)
JGN-432,Hasanparthy Puram,18.01745,79.268257,10,30,4,11.6,180,0,735,0.2,Wheat Flour (40kg)
JGN-433,Janagama Puram,18.01745,79.358854,59,27,3,10.8,30,0,593,0.6,Sugar (50kg)
JGN-434,Kazipet Puram,18.019128,79.389327,62,27,4,12.5,365,0,799,0.5,Cooking Oil (15L)
JGN-435,Lingalaghanpur Puram,18.022483,79.392622,70,32,4,11.9,30,0,571,0.6,Pulses Mix (25kg)
JGN-436,Maripeda Puram,17.955369,79.208957,51,27,4,14.1,90,0,767,0.7,Rice (50kg)
JGN-437,Nallabelli Puram,18.014094,79.389327,68,30,3,8.6,30,0,729,0.6,Wheat Flour (40kg)
JGN-438,Pethsamudram Puram,17.97047,79.386033,89,28,4,23.6,365,0,653,0.7,Sugar (50kg)
JGN-439,Raiparthy Puram,17.918456,79.215957,57,30,4,12.6,180,0,721,0.6,Cooking Oil (15L)
JGN-440,Shayampet Puram,18.05604,79.40827,56,29,3,16.5,180,0,859,0.5,Pulses Mix (25kg)
JGN-441,Torur Puram,18.005705,79.3535,80,28,2,6.0,30,0,693,0.2,Rice (50kg)
JGN-442,Venkatapur Puram,17.906711,79.218016,46,24,3,9.0,180,0,602,0.3,Wheat Flour (40kg)
JGN-443,Yadagirigutta Puram,17.911745,79.343617,97,34,3,23.0,90,0,670,0.5,Sugar (50kg)
JGN-444,Aleru Puram,17.656711,79.428037,65,29,4,11.0,365,0,581,0.6,Cooking Oil (15L)
JGN-445,Bheemadevarapally Puram,17.916779,79.217193,61,30,3,18.3,90,0,786,0.5,Pulses Mix (25kg)
JGN-446,Chigurumamidi Puram,17.945302,79.208957,50,29,2,29.6,30,0,634,0.2,Rice (50kg)
JGN-447,Devaruppula Puram,17.780872,79.370384,64,28,3,11.5,30,0,643,0.5,Wheat Flour (40kg)
JGN-448,Enkoor Puram,17.915101,79.216781,56,32,3,25.8,90,0,612,0.3,Sugar (50kg)
JGN-449,Fatehnagar Puram,17.844631,79.306555,45,29,4,22.7,180,0,613,0.9,Cooking Oil (15L)
JGN-450,Gundlapochampally Puram,18.022483,79.390563,65,30,4,11.4,30,0,598,0.5,Pulses Mix (25kg)
JGN-451,Ghanpur Nagar,17.785906,79.297083,86,33,3,23.3,180,0,860,0.6,Rice (50kg)
JGN-452,Palakurthi Nagar,18.01745,79.391386,45,29,4,24.9,90,0,581,0.0,Wheat Flour (40kg)
JGN-453,Narmetta Nagar,17.898322,79.299966,65,30,4,12.9,180,0,664,0.6,Sugar (50kg)
JGN-454,Kodakandla Nagar,17.847987,79.30779,60,28,4,9.3,90,0,615,0.6,Cooking Oil (15L)
JGN-455,Thorrur Nagar,18.051007,79.33744,55,29,3,7.3,90,0,849,0.5,Pulses Mix (25kg)
JGN-456,Zaffergadh Nagar,17.948658,79.364207,42,30,2,6.0,180,0,604,0.5,Rice (50kg)
JGN-457,Chilpur Nagar,17.967114,79.386857,61,29,4,6.0,30,0,800,0.6,Wheat Flour (40kg)
JGN-458,Atmakur Nagar,17.809396,79.29173,67,29,3,6.0,30,0,809,0.6,Sugar (50kg)
JGN-459,Regonda Nagar,17.92349,79.353912,40,27,4,18.8,365,0,577,0.6,Cooking Oil (15L)
JGN-460,Dharmasagar Nagar,17.987248,79.201132,70,30,5,12.5,365,0,662,0.7,Pulses Mix (25kg)
JGN-461,Duggondi Nagar,18.015772,79.391798,48,29,4,10.3,90,0,723,0.5,Rice (50kg)
JGN-462,Bachannapeta Nagar,17.963758,79.387268,91,25,2,24.9,90,0,659,0.4,Wheat Flour (40kg)
JGN-463,Rayaparthi Nagar,17.930201,79.21431,65,27,4,12.3,180,0,684,0.6,Sugar (50kg)
JGN-464,Bhupalpally Nagar,17.958725,79.344029,52,28,4,6.0,90,0,824,0.8,Cooking Oil (15L)
JGN-465,Mogullapally Nagar,18.04094,79.363795,55,29,3,14.1,30,0,704,0.5,Pulses Mix (25kg)
JGN-466,Inavolu Nagar,18.020805,79.358854,69,30,4,6.0,30,0,627,0.7,Rice (50kg)
JGN-467,Shivarampally Nagar,18.035906,79.365443,66,29,4,18.9,180,0,683,0.9,Wheat Flour (40kg)
JGN-468,Karimnagar Nagar,17.978859,79.198662,83,32,5,11.3,180,0,794,0.6,Sugar (50kg)
JGN-469,Siddipet Nagar,18.071141,79.376561,66,27,4,6.0,30,0,726,0.6,Cooking Oil (15L)
JGN-470,Husnabad Nagar,17.963758,79.20731,48,30,3,14.1,90,0,689,0.4,Pulses Mix (25kg)
JGN-471,Kolanupaka Nagar,17.915101,79.353912,75,25,3,13.3,90,0,740,0.6,Rice (50kg)
JGN-472,Mothkur Nagar,17.965436,79.387268,55,30,3,12.8,180,0,707,0.6,Wheat Flour (40kg)
JGN-473,Mulugu Nagar,18.113087,79.195779,52,21,4,6.0,30,0,670,0.2,Sugar (50kg)
JGN-474,Narsampet Nagar,17.915101,79.215134,61,26,3,11.3,30,0,721,0.6,Cooking Oil (15L)
JGN-475,Parkal Nagar,18.034228,79.395504,52,24,4,16.4,180,0,668,0.5,Pulses Mix (25kg)
JGN-476,Sangem Nagar,18.029195,79.389739,53,24,3,6.3,30,0,755,0.5,Rice (50kg)
JGN-477,Wardhanapet Nagar,17.938591,79.330439,70,28,3,7.1,180,0,665,0.5,Wheat Flour (40kg)
JGN-478,Chennaraopet Nagar,18.139933,79.197426,70,24,4,13.3,90,0,791,0.8,Sugar (50kg)
JGN-479,Damera Nagar,18.005705,79.382327,56,30,4,6.0,30,0,720,0.8,Cooking Oil (15L)
JGN-480,Elkathurthi Nagar,18.052685,79.33744,74,27,5,30.2,90,0,606,0.6,Pulses Mix (25kg)
JGN-481,Geesugonda Nagar,18.004027,79.385621,60,29,3,17.8,180,0,581,0.6,Rice (50kg)
JGN-482,Hasanparthy Nagar,18.025839,79.370796,87,23,3,11.8,365,0,752,0.6,Wheat Flour (40kg)
JGN-483,Janagama Nagar,17.787584,79.295848,76,29,4,9.5,365,0,732,0.6,Sugar (50kg)
